composition,phase,density,hv,yield_strength,young_modulus
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,,,
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,6.7,,395,
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,6.7,,1380,
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC+Sec.,6.7,,1430,
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,6.7,,1690,
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,6.7,,1220,
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,6.7,,1450,
Al1 Co1 Cr1 Fe1 Ni1,FCC+BCC,6.7,,900,
Al0.515 Cr0.515 Fe1 Ni1,FCC+BCC+B2,6.9,,796,
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,L12+B2,7,,545,
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,L12+B2,7.1,,545,
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,L12+B2,7.1,,545,
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,7,,580,
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,7.1,,595,
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,7.1,,570,
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,7,,700,
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,7.1,,700,
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,7.1,,700,
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,BCC+B2,7.2,,866,
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,7.2,,400,
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,7.2,,220,
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,7.2,,1166,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,8.6,,350,234
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,,1311,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,,1212,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,,1028,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,,879,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,,799,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,8.6,,350,234
Co1 Cr1 Fe1 Ni1,FCC,8.2,,155,226
Co1 Cr1 Fe1 Mo0.083 Ni1,,8.2,,198.8,
Co1 Cr1 Fe1 Mo0.208 Ni1,,8.3,,254.7,
Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,8.4,,305.3,
Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,8.4,,815.5,
Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,8.4,,646.7,
Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,8.4,,683.7,
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,243,220
C0.02 Co1 Cr1 Fe1 Mn1 Ni1,FCC+Sec.,8,,446,
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,249,220
C0.02 Co1 Cr1 Fe1 Mn1 Ni1,FCC+Sec.,8,,581,
Co1 Cr1 Fe1 Ni1,FCC,8.2,,190,226
Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC,7.8,,210,214
Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC+L12+Sec.,7.8,,645,
Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC+L12+Sec.,7.8,,1005,
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,7.7,168,,
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,7.7,328,,
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,7.7,206,,
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,7.7,231,,
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,7.7,178,,
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,7.7,343,,
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,7.7,171,,
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,7.4,343,,
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,7.4,341,,
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,7.4,345,568,
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,7.4,345,596,
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,7.4,345,487,
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,7.4,345,486,
Al0.885 Cr1 Fe1 Ni1,BCC+B2,6.4,,770,
Al1 Cr1 Fe1 Ni1,BCC+B2,6.3,,843.2,
Al1 Cr0.889 Fe0.889 Ni0.889,BCC+B2,6.1,,1044,
Al1 Cr0.828 Fe0.828 Ni0.828,BCC+B2,6,,906.8,
Al1 Cr0.767 Fe0.767 Ni0.767,BCC+B2,5.9,,1122.8,
Al0.5 Cr0.5 Fe1 Ni1,BCC+B2,6.9,,,
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,6.7,,,
Al0.545 Cr0.545 Fe0.515 Ni1 Ti0.273,BCC+B2+L12,6.4,,,
Al0.545 Cr0.545 Fe0.515 Ni1 Ti0.273,BCC+B2+L12,6.4,,,
Cr1 Fe1 Ni1 V0.5 W1,FCC+BCC+Sec.,10.9,,,
Al0.515 Cr0.515 Cu0.515 Fe0.515 Ni1,FCC+BCC+B2,7.1,,,
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,230,220
Co1 Cr1 Fe1 Mn1 Ni1 V0.263,FCC+Sec.,7.9,,200,
Co1 Cr1 Fe1 Mn1 Ni1 V0.5,FCC+Sec.,7.8,,620,
Co1 Cr1 Fe1 Mn1 Ni1 V0.765,FCC+Sec.,7.7,,780,
Co1 Cr1 Fe1 Mn1 Ni1 V1,FCC+Sec.,7.7,,1700,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,,,210
Co1 Cr1 Fe1 Ni1,FCC,8.2,,,226
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,FCC+B2,7,,545,
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,FCC+B2,7.1,,545,
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,FCC+B2,7.1,,545,
Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,FCC,8,,719,209
Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,FCC+L12,8,,460,
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,Other,7.7,,357,
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,Other,7.7,,365,
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,FCC+L12,7.7,,215,
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,7.6,,1284,
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,,1290,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,7.6,,650,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,7.1,,790,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,7.1,,1040,
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,6.7,,395,
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC+Sec.,6.7,,295,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,7.1,,350,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,7.1,,63,
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,,180,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,7.6,,160,
Co1 Cr1 Fe1 Ni1 Ti0.2,FCC,7.9,,700,218
Co1 Cr1 Fe1 Ni1 Ti0.2,FCC,7.9,,860,218
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,,1198,220
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,,1403,220
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,,711,220
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,,356,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,1120,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,1692,220
Al0.5 Cr0.5 Fe0.5 Ni1,FCC+BCC+B2,6.7,,774,
Al0.429 Cr0.476 Fe0.476 Ni1,FCC+BCC+B2,6.9,,610,
Al0.364 Cr0.455 Fe0.455 Ni1,FCC+BCC+B2,7,,479,
Al0.304 Cr0.435 Fe0.435 Ni1,FCC+BCC+B2,7.2,,461,
Al0.25 Cr0.417 Fe0.417 Ni1,FCC,7.3,,441,196
Co1 Cr1 Ni1,FCC,8.3,468,1100,231
Co1 Cr1 Ni1,FCC,8.3,326,597,231
Co1 Cr1 Ni1,FCC,8.3,223,346,231
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,7.1,,1263,
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,7.1,,1154,
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,7.1,,1490,
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,130.2,210,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,394.1,1150,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,430.7,1300,220
Nb1 Ta1 Ti1 V1,BCC,9.2,427.9,1108,134
Nb1 Ta1 Ti1 V1,BCC,9.2,444.3,1308,134
Nb1 Ta1 Ti1 V1,BCC,9.2,510.9,1373,134
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,300,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,800,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,8,415,1314,
Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.9,432,1631,
Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.6,511,1836,
Al0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.4,553,1932,
Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.1,622,2230,
Al1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,6.8,684,,
Co1 Cr1 Fe1 Ni1,FCC,8.2,,446,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,,488,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,,590,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,,,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,,,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,,680,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,94.7,,226
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,7.6,117,,210
Al0.6 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,7.2,228,,
Al0.9 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,6.8,511,,
Al0.9 Co1 Cr1 Fe1 Ni1 Ti0.5,BCC+B2+Sec.,6.5,623,,
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,216,220
Co1 Cr1 Fe1 Mn1 Mo0.042 Ni1,FCC,8.1,,225,221
Co1 Cr1 Fe1 Mn1 Mo0.087 Ni1,FCC+Sec.,8.1,,330,
Co1 Cr1 Fe1 Mn1 Mo0.136 Ni1,FCC+Sec.,8.1,,560,
Co1 Cr1 Fe1 Mn1 Mo0.19 Ni1,FCC+Sec.,8.1,,765,
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,,143,
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,,471,
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,7.6,,841,
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,7.6,,161,
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,7.6,,187,
Al1 Co1 Cr1 Ni1,BCC+B2,6.4,1183,1750,
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,378.7,220
C0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC,7.6,,520.9,
C1 Co1 Cr1 Fe1 Mn1 Ni1,FCC,7.3,,643.8,
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,,,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,,,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,,1100,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,,950,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,,649,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,,439,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,,309,231
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,386.2,220
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,,628,
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,,545,
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,,534,
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,,525,
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,,517,
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,,502,
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,1072,,
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,1010,3416,
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,991.3,3410,
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,988.3,3338,
Cr1 Mo1 Nb1 Ta1 V1 W1,,11.7,704.6,,
Co1 Cr1 Cu1 Fe1 Ni1,FCC+B2,8.3,160,,
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,160,,189
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,458,,
Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667 Ni0.667,FCC+BCC,6.6,498,,
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,FCC+BCC,6.3,560,,
Co1 Ni1 V1,,7.8,,991,
Co1 Ni1 V1,,7.8,,767,
Co1 Ni1 V1,,7.8,,602,
Co1 Ni1 V1,,7.8,,517,
Co1 Ni1 V1,,7.8,,461,
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,7.6,,840,
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,7.6,,159,210
Al0.544 C0.001 Co0.69 Fe1 Ni0.69,B2+L12,7,,1202,
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,,107
Co0.5 Cr0.5 Fe1 Ni1,FCC,8.2,,214,219
Co0.875 Cr0.625 Fe1 Ni1,FCC,8.3,,241,220
Co1 Cr0.556 Fe0.667 Ni0.667,FCC,8.3,,299,222
Co1 Cr0.455 Fe0.364 Ni0.364,FCC+HCP,8.3,,392,
Co1 Cr0.385 Fe0.154 Ni0.154,FCC+HCP,8.4,,482,
Hf1 Nb1 Ti1 Zr1,BCC,8.4,,,89
Co1 Cr1 Fe1 Mn1 Ni1,,8,,,
Co1 Cr1 Fe1 Mn1 Ni1,,8,,,
Co1 Cr1 Fe1 Ni1,,8.2,,,
Co1 Fe1 Ni1,,8.5,,,
Co1 Cr1 Ni1,,8.3,,,
Co1 Cr1 Ni1,,8.3,,,
Co1 Cr1 Ni1,,8.3,,,
Al1 Co0.5 Cr1 Fe0.147 Ni0.294,,5.7,699,,
Al1 Co0.298 Cr0.319 Cu0.106 Fe0.277 Ni0.128,,5.1,728,,
