composition,phase,density,hv,yield_strength,young_modulus
Hf1 Nb1 Ta1 Zr1,BCC+HCP,11.1,536,2100,103.9632482
Hf1 Nb1 Ta1 Zr1,BCC+HCP,11.1,548.0513333,2020,103.9632482
Hf1 Nb1 Ta1 Zr1,BCC+HCP,11.1,550,1950,103.9632482
Hf1 Nb1 Ta1 Zr1,BCC,11.1,365,1315,105
Hf1 Ta0.4 Ti1 Zr1,BCC+HCP,9.2,342.039873,400,93.36077796
Hf1 Ta0.5 Ti1 Zr1,BCC+HCP,9.4,362.9119841,700,96.10759565
Hf1 Ta0.6 Ti1 Zr1,BCC+HCP,9.6,370.1030952,800,98.83798499
Hf1 Ta1 Ti1 Zr1,BCC,10.2,343.5274892,1500,107
Mo1 Nb1 Ta1 Ti0.25 W1,BCC,13.1,478.3,1109,242
Mo1 Nb1 Ta1 Ti0.5 W1,BCC,12.6,481.2,1211,234
Mo1 Nb1 Ta1 Ti0.75 W1,BCC,12.2,495.6,1304,228
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,507.5,1455,222
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,996,250
Mo1 Nb1 Ta1 Ti1 V1,BCC,9.4,576.1622778,1400,171
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,696.5141389,973,209
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,696.5141389,791.3,209
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,696.5141389,752.8,209
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,696.5141389,659,209
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,696.5141389,1515,209
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,480.4580238,689,222
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,480.4580238,674,222
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,480.4580238,620,222
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,480.4580238,586,222
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,480.4580238,1343,222
Mo1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,9.1,509.5901825,1390,150.3750532
Mo1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,9.1,509.5901825,1100,150.3750532
Mo1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,9.1,509.5901825,1375,150.3750532
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,2612,229
Nb1 Ta1 Ti1 V1,BCC,9.2,456.735037,965,134
Nb1 Ta1 Ti1 V1 W1,BCC,11.1,578.5330476,1420,187
Nb1 Ta1 V1 W1,BCC,12.9,563.5128254,1530,206
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,5.8,441.4853333,930,135.8953029
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,5.8,441.4853333,445,135.8953029
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,5.8,441.4853333,90,135.8953029
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,5.8,441.4853333,1340,135.8953029
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC,5.8,441.4853333,1240,134
Al1 Cr0.5 Nb1 Ti1 V1,BCC,5.6,460.0474921,1005,119
Al1 Cr0.5 Nb1 Ti1 V1,BCC,5.6,460.0474921,640,119
Al1 Cr0.5 Nb1 Ti1 V1,BCC,5.6,460.0474921,40,119
Al1 Cr0.5 Nb1 Ti1 V1,BCC,5.6,460.0474921,1300,119
Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,5.9,493.3062476,1370,145.6328831
Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,5.9,493.3062476,970,145.6328831
Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,5.9,493.3062476,75,145.6328831
Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,5.9,493.3062476,1700,145.6328831
Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,5.8,494.3638476,1015,134.89714
Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,5.8,494.3638476,860,134.89714
Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,5.8,494.3638476,65,134.89714
Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,5.8,494.3638476,1550,134.89714
Al1 Nb1 Ti1 V1,BCC,5.5,460.8848,780,104
Al1 Nb1 Ti1 V1,BCC,5.5,460.8848,560,104
Al1 Nb1 Ti1 V1,BCC,5.5,460.8848,110,104
Al1 Nb1 Ti1 V1,BCC,5.5,460.8848,1000,104
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,7.6,144.9463113,900,210.1952456
Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.8,352.0935259,219,219.3564787
Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.6,342.5120423,354,214.9300356
Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.4,355.2750952,550,208.6455337
Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,7.2,373.4276984,994,202.3326026
Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,6.9,402.6496667,942,195.0568096
Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.8,352.0935259,132,219.3564787
Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.6,342.5120423,260,214.9300356
Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.4,355.2750952,469,208.6455337
Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,7.2,373.4276984,943,202.3326026
Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,6.9,402.6496667,833,195.0568096
Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.8,352.0935259,115,219.3564787
Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.6,342.5120423,155,214.9300356
Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.4,355.2750952,272,208.6455337
Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,7.2,373.4276984,359,202.3326026
Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,6.9,402.6496667,326,195.0568096
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,370,220
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,278.8513333,250,213.5672721
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,278.8513333,330,213.5672721
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,278.8513333,280,213.5672721
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,278.8513333,350,213.5672721
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,278.8513333,298,213.5672721
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,278.8513333,400,213.5672721
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,144.9463113,860,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,144.9463113,690,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,144.9463113,550,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,144.9463113,260,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+BCC,7.6,144.9463113,404.5310759,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,144.9463113,404.5310759,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,144.9463113,404.5310759,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,144.9463113,404.5310759,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,144.9463113,159,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,144.9463113,215,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,144.9463113,285,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,144.9463113,263,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12+B2,7.6,144.9463113,490,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+BCC,7.6,144.9463113,404.5310759,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,144.9463113,175,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,144.9463113,305,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,144.9463113,280,210.0977705
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,144.9463113,404.5310759,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,144.9463113,404.5310759,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,144.9463113,404.5310759,210.0977705
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,6.7,501.0632388,395,184.4160003
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,6.7,501.0632388,1380,184.4160003
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC+Sec.,6.7,501.0632388,1430,184.4160003
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,6.7,501.0632388,1690,184.4160003
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,6.7,501.0632388,1220,184.4160003
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,6.7,501.0632388,1450,184.4160003
Al1 Co1 Cr1 Fe1 Ni1,FCC+BCC,6.7,501.0632388,900,184.4160003
Al0.515 Cr0.515 Fe1 Ni1,FCC+BCC+B2,6.9,325.3758508,796,186.5608539
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,L12+B2,7,350.8870873,545,186.1877501
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,L12+B2,7.1,309.9103333,545,187.1037208
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,L12+B2,7.1,301.5522222,545,186.9990266
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,7,350.8870873,580,186.1877501
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,7.1,309.9103333,595,187.1037208
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,7.1,301.5522222,570,186.9990266
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,7,350.8870873,700,186.1877501
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,7.1,309.9103333,700,187.1037208
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,7.1,301.5522222,700,186.9990266
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,BCC+B2,7.2,261.3823175,866,197.5750086
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,7.2,261.3823175,400,197.5750086
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,7.2,261.3823175,220,197.5750086
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,7.2,261.3823175,1166,197.5750086
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,8.6,285.2804396,350,234
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,285.7871063,1311,231.3099447
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,285.7871063,1212,231.3099447
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,285.7871063,1028,231.3099447
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,285.7871063,879,231.3099447
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,8.6,285.7871063,799,231.3099447
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,8.6,285.2804396,350,234
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,155,226
Co1 Cr1 Fe1 Mo0.083 Ni1,,8.2,142.5732937,198.8,227.0463282
Co1 Cr1 Fe1 Mo0.208 Ni1,,8.3,183.6398238,254.7,230.5267182
Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,8.4,290.3893278,305.3,233.2519597
Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,8.4,290.3893278,815.5,233.2519597
Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,8.4,290.3893278,646.7,233.2519597
Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,8.4,290.3893278,683.7,233.2519597
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,243,220
C0.02 Co1 Cr1 Fe1 Mn1 Ni1,FCC+Sec.,8,376.4758593,446,219.2069319
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,249,220
C0.02 Co1 Cr1 Fe1 Mn1 Ni1,FCC+Sec.,8,376.4758593,581,219.2069319
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,190,226
Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC,7.8,278.8499524,210,214
Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC+L12+Sec.,7.8,279.014619,645,214.8396872
Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC+L12+Sec.,7.8,279.014619,1005,214.8396872
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,7.7,168,447.8084842,196.2554576
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,7.7,328,568.6022173,196.2554576
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,7.7,206,446.7352644,196.2554576
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,7.7,231,469.1846596,192.9532923
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,7.7,178,449.2375559,192.9532923
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,7.7,343,522.5827633,192.9532923
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,7.7,171,451.3211979,192.9532923
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,7.4,343,501.1632667,186.0088461
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,7.4,341,503.2081097,186.0088461
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,7.4,345,568,186.0088461
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,7.4,345,596,186.0088461
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,7.4,345,487,186.0088461
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,7.4,345,486,186.0088461
Al0.885 Cr1 Fe1 Ni1,BCC+B2,6.4,441.4765397,770,183.4369324
Al1 Cr1 Fe1 Ni1,BCC+B2,6.3,455.2252063,843.2,179.5326663
Al1 Cr0.889 Fe0.889 Ni0.889,BCC+B2,6.1,460.5872063,1044,174.3351857
Al1 Cr0.828 Fe0.828 Ni0.828,BCC+B2,6,487.0591175,906.8,171.3787419
Al1 Cr0.767 Fe0.767 Ni0.767,BCC+B2,5.9,494.3977841,1122.8,168.2311931
Al0.5 Cr0.5 Fe1 Ni1,BCC+B2,6.9,323.7876286,709.3681944,186.5456425
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,6.7,501.0632388,1093.678166,184.4160003
Al0.545 Cr0.545 Fe0.515 Ni1 Ti0.273,BCC+B2+L12,6.4,482.3745556,1225.985276,174.788735
Al0.545 Cr0.545 Fe0.515 Ni1 Ti0.273,BCC+B2+L12,6.4,482.3745556,1225.985276,174.788735
Cr1 Fe1 Ni1 V0.5 W1,FCC+BCC+Sec.,10.9,645.390881,1676.28924,263.6619098
Al0.515 Cr0.515 Cu0.515 Fe0.515 Ni1,FCC+BCC+B2,7.1,353.969373,672.9825626,173.368933
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,230,220
Co1 Cr1 Fe1 Mn1 Ni1 V0.263,FCC+Sec.,7.9,187.2063333,200,214.8472103
Co1 Cr1 Fe1 Mn1 Ni1 V0.5,FCC+Sec.,7.8,242.9255556,620,210.7861349
Co1 Cr1 Fe1 Mn1 Ni1 V0.765,FCC+Sec.,7.7,396.332,780,206.6662541
Co1 Cr1 Fe1 Mn1 Ni1 V1,FCC+Sec.,7.7,611.2337778,1700,204.3178884
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,144.9463113,404.5310759,210
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,361.2795122,226
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,FCC+B2,7,350.8870873,545,186.1877501
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,FCC+B2,7.1,309.9103333,545,187.1037208
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,FCC+B2,7.1,301.5522222,545,186.9990266
Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,FCC,8,170.3542259,719,209
Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,FCC+L12,8,170.4742259,460,208.3245982
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,Other,7.7,248.3522206,357,196.2554576
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,Other,7.7,248.3522206,365,196.2554576
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,FCC+L12,7.7,248.3522206,215,196.2554576
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,7.6,254.6168,1284,188.4637334
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,201.8890222,1290,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,7.6,254.6168,650,188.4637334
Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,7.1,465.2437778,790,175.3746079
Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,7.1,465.2437778,1040,175.3746079
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,6.7,501.0632388,395,184.4160003
Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC+Sec.,6.7,501.0632388,295,184.4160003
Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,7.1,465.2437778,350,175.3746079
Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,7.1,465.2437778,63,175.3746079
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,201.8890222,180,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,7.6,254.6168,160,188.4637334
Co1 Cr1 Fe1 Ni1 Ti0.2,FCC,7.9,227.5085683,700,218
Co1 Cr1 Fe1 Ni1 Ti0.2,FCC,7.9,227.5085683,860,218
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,131.2599159,1198,220
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,131.2599159,1403,220
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,131.2599159,711,220
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,131.2599159,356,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,1120,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,1692,220
Al0.5 Cr0.5 Fe0.5 Ni1,FCC+BCC+B2,6.7,409.0359841,774,182.0556099
Al0.429 Cr0.476 Fe0.476 Ni1,FCC+BCC+B2,6.9,345.8465397,610,186.0609962
Al0.364 Cr0.455 Fe0.455 Ni1,FCC+BCC+B2,7,308.4596508,479,188.8879715
Al0.304 Cr0.435 Fe0.435 Ni1,FCC+BCC+B2,7.2,273.7395238,461,192.9367323
Al0.25 Cr0.417 Fe0.417 Ni1,FCC,7.3,244.2293016,441,196
Co1 Cr1 Ni1,FCC,8.3,468,1100,231
Co1 Cr1 Ni1,FCC,8.3,326,597,231
Co1 Cr1 Ni1,FCC,8.3,223,346,231
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,7.1,310.0836667,1263,187.1831478
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,7.1,310.0836667,1154,187.1831478
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,7.1,310.0836667,1490,187.1831478
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,130.2,210,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,394.1,1150,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,430.7,1300,220
Nb1 Ta1 Ti1 V1,BCC,9.2,427.9,1108,134
Nb1 Ta1 Ti1 V1,BCC,9.2,444.3,1308,134
Nb1 Ta1 Ti1 V1,BCC,9.2,510.9,1373,134
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,300,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,800,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,8,415,1314,219.5327956
Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.9,432,1631,216.1570225
Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.6,511,1836,208.4152282
Al0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.4,553,1932,202.2003331
Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.1,622,2230,195.0156966
Al1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,6.8,684,1737.206114,186.5237706
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,446,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,488,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,590,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,361.2795122,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,361.2795122,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,680,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,94.7,339.8965361,226
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,7.6,117,429.7030864,210
Al0.6 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,7.2,228,614.9713305,198.4236603
Al0.9 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,6.8,511,1589.649333,187.4896517
Al0.9 Co1 Cr1 Fe1 Ni1 Ti0.5,BCC+B2+Sec.,6.5,623,1848.293408,179.7484962
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,216,220
Co1 Cr1 Fe1 Mn1 Mo0.042 Ni1,FCC,8.1,255.870931,225,221
Co1 Cr1 Fe1 Mn1 Mo0.087 Ni1,FCC+Sec.,8.1,295.7359643,330,222.1576609
Co1 Cr1 Fe1 Mn1 Mo0.136 Ni1,FCC+Sec.,8.1,299.7048206,560,222.9219217
Co1 Cr1 Fe1 Mn1 Mo0.19 Ni1,FCC+Sec.,8.1,292.7037651,765,223.7474532
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,144.9463113,143,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,144.9463113,471,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,7.6,144.9463113,841,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,7.6,144.9463113,161,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,7.6,144.9463113,187,210.1952456
Al1 Co1 Cr1 Ni1,BCC+B2,6.4,1183,1750,178.2710489
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,378.7,220
C0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC,7.6,447.5551111,520.9,207.1727901
C1 Co1 Cr1 Fe1 Mn1 Ni1,FCC,7.3,619.8186667,643.8,197.2830955
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,676.3190967,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,676.3190967,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,1100,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,950,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,649,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,439,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,309,231
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,386.2,220
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,628,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,545,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,534,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,525,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,517,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,502,203.1816517
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,1072,3157.152387,238.0059166
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,1010,3416,238.0059166
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,991.3,3410,238.0059166
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,988.3,3338,238.0059166
Cr1 Mo1 Nb1 Ta1 V1 W1,,11.7,704.6,1507.097852,238.0059166
Co1 Cr1 Cu1 Fe1 Ni1,FCC+B2,8.3,160,355.6542248,205.1923238
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,160,443.4640962,189
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,458,733.6949666,175.3746079
Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667 Ni0.667,FCC+BCC,6.6,498,849.0161407,163.4545234
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,FCC+BCC,6.3,560,421.8972827,155.5984862
Co1 Ni1 V1,,7.8,255.7453571,991,177.264528
Co1 Ni1 V1,,7.8,255.7453571,767,177.264528
Co1 Ni1 V1,,7.8,255.7453571,602,177.264528
Co1 Ni1 V1,,7.8,255.7453571,517,177.264528
Co1 Ni1 V1,,7.8,255.7453571,461,177.264528
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,7.6,144.9463113,840,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,7.6,144.9463113,159,210
Al0.544 C0.001 Co0.69 Fe1 Ni0.69,B2+L12,7,365.6806667,1202,171.7883634
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,846.5689548,107
Co0.5 Cr0.5 Fe1 Ni1,FCC,8.2,166.5196111,214,219
Co0.875 Cr0.625 Fe1 Ni1,FCC,8.3,153.1929111,241,220
Co1 Cr0.556 Fe0.667 Ni0.667,FCC,8.3,164.385696,299,222
